,entité,freq
58272,Service Annuel Civique Obligatoire,1
58273,Service Annuel Civique,1
58274,bénéficiaires AME,1
58275,Fermeté sans faille,1
58276,Lycée + Universités + Grandes Ecoles,1
58277,Présidentielles !,1
58278,homosexualité,1
58279,Islam pagne du terrain et les musulmans,1
58280,mouvement de l'École libre,1
58281,Savary,1
58282,Epargne Entreprise,1
58283,Acccepter,1
58284,Catherine Catela,1
58285,Shu Aielo,1
58286,gare de RER Villeneuve st Georges,1
58287,la Gard,1
58288,Zimbabwéens,1
58289,écrémé,1
58290,Empire Ottoman,1
58291,Nicolas Gueury,1
58292,Embellir,1
58293,DEMAIN,1
58294,insulte)et,1
58295,xxI,1
58296,Région National Européen,1
58297,ONU bafoué,1
58298,Dostoïevski,1
58299,PÉCUNIAIREMENT,1
58300,LF I   ,1
58301,Mme S,1
58302,Religions soumis,1
58303,grand Grenoble,1
58304,CAA,1
58305,Période,1
58306,Assemblée ça,1
58307,DRAFF,1
58308,Services de l'état,1
58309,Resto Coeur,1
58310,Parlement Bruxelles,1
58311,Conseil économique et social: suppression,1
58312,Ministère ors,1
58313,Charles de Gaule,1
58314,W.Churchill,1
58315,Bourgogne Franche,1
58316,Maastricht!. Oui,1
58317,parentalité!. Oui,1
58318,revoir le seuil,1
58319,citoyens!.,1
58320,Éducatif,1
58321,nucci,1
58322,Barbe,1
58323,Grand Débats National,1
58324,Le Sénat à travailler,1
58325,CONTRACTUEL,1
58326,Comptes Régionales,1
58327,Aéroport Notre Dame,1
58328,Associations de défense des droits,1
58329,tricheurs!. Oui,1
58330,Conseil économique?,1
58331,Déontologue,1
58332,Assemblée sociale,1
58333,Linkdin,1
58334,Trésorerie Publique,1
58335,Sénat la ruralité,1
58336,J Testart,1
58337,assemblée Nationale des Français,1
58338,Pays me parait normal,1
58339,Marachech,1
58340,fair3 jouer,1
58341,Beges,1
58342,foot des gamins,1
58343,Islam!. Armée,1
58344,Associations de métiers,1
58345,anciens Président,1
58346,serais,1
58347,travailleur handicapée,1
58348,Fournitures,1
58349,DE FRANCE,1
58350,GOUVERNEMENT CONDUIT,1
58351,N'A PAS A PARAITRE,1
58352,FRANCE INGOUVERNABLE,1
58353,RESTREINDRE CETTE IMMIGRATION,1
58354,Trop’,1
58355,Integratsont compliquees,1
58356,association environnementales,1
58357,mer   ,1
58358,major,1
58359,pilaa,1
58360,st michel,1
58361,versailles,1
58362,Pourquoi la France,1
58363,VOUDRAIT,1
58364,état d'Israel,1
58365,Etat macro-structurel,1
58366,- Transports,1
58367,Pouvoirs publics un engagement ferme,1
58368,Hautes Autorité,1
58369,Démocratie Citoyenne,1
58370,Haute Autorité ad hoc,1
58371,L’assemblée nationale des nouveaux députés,1
58372,Seant,1
58373,Coiffure,1
58374,Allmagne,1
58375,Aider la Lybie,1
58376,LE CLIMAT,1
58377,ATTENTIF,1
58378,Anglo Saxon,1
58379,Reprendrez,1
58380,el’union Européenne,1
58381,MEL,1
58382,terre irrespect,1
58383,dégoûtée;. Oui,1
58384,Mme Sophie METTE,1
58385,Vérifications,1
58386,Nation pour le Bien Public,1
58387,Ees,1
58388,votant,1
58389,sinon mette,1
58390,californie,1
58391,aujourdh hui personne,1
58392,Deutschbank,1
58393,Centre de Politique Européenne,1
58394,Claude Gondard,1
58395,Agence du débat Public,1
58396,école Accès,1
58397,LEURS CONCITOYENS,1
58398,tenez vos promesses,1
58399,CDG Paris,1
58400,Orly Paris,1
58401,x. x. x. x. xx,1
58402,c. xx,1
58403,x. x. x. x. x. Eduquer faire réfléchir !,1
58404,x. x. Redonner,1
58405,Scission,1
58406,dose !,1
58407,sociétaux/ référendums,1
58408,mix critères,1
58409,Parfois sanctionner,1
58410,Ecole de la Paix,1
58411,Visite des institutions,1
58412,Angletrre,1
58413,YaKa,1
58414,Société humaine,1
58415,age maximum,1
58416,Roberto Scarpinato,1
58417,Fondation Gates,1
58418,Debrief,1
58419,gouverneralu,1
58420,Ministère de l'immigration et de l'intégration nationale,1
58421,utilit Publique,1
58422,Montrent l’,1
58423,Inscrivant,1
58424,Place  Publique,1
58425,Hasardez,1
58426,Pourquoi la démocratie type suisse,1
58427,Hyppolite,1
58428,SLS,1
58429,Moralisation de la République,1
58430,Cours nationales,1
58431,Définition de la place,1
58432,4.Etablissement de la structure,1
58433,Merci LaRem,1
58434,Etat;cela,1
58435,Islam intégriste et militant,1
58436,OEUVRE OPERATIONNELLE,1
58437,Saleté Sexisme,1
58438,VIP!!!. Oui,1
58439,opéra Bastille,1
58440,APPROXIMATIONS,1
58441,Nicholas Winton,1
58442,annodains,1
58443,Conseil administration,1
58444,Auxiliaires de Justice,1
58445,Maisla,1
58446,ivraie,1
58447,regrouper!.,1
58448,COTA,1
58449,meth,1
58450,congolais,1
58451,crack,1
58452,CIVILITÉ,1
58453,lobbystes,1
58454,gentleman,1
58455,le monde diplomatique,1
58456,shit cocaine,1
58457,démocratiquement,1
58458,ESTavec,1
58459,l(enjeu,1
58460,Che,1
58461,Les Inconnus Que Mr Macron,1
58462,Ttrès,1
58463,SacTion,1
58464,Valeurs établies,1
58465,Tolérance & Faiblesse !,1
58466,Conseil des Résidents Etrangers,1
58467,Caisse Nationale de Solidarité,1
58468,Assemblée Générale des Citoyens,1
58469,Président du Sénat et du Président du Conseil Economique Social,1
58470,Conseil des résidents étrangers,1
58471,Assemblée Générale des Citoyens n’,1
58472,Information systématique des citoyens,1
58473,Institut National de la Statistique et des Etudes Economiques,1
58474,Mandats locaux,1
58475,PAYS DE L'EXCELLENCE,1
58476,EUROPE !!!,1
58477,EXCELLENCE,1
58478,Ex FN,1
58479,messieurs Hollande,1
58480,Grand Papa,1
58481,Madame Parisot,1
58482,L'école ce qui soulève des grosses interrogations,1
58483,États Unis l’incivisme,1
58484,pédopsychiatres)et,1
58485,somme!. Oui,1
58486,Condorcet de Lê Nguyen Hoang,1
58487,études(élevé!,1
58488,DARWIN,1
58489,Thématique,1
58490,président de la République Referendum,1
58491,Conseil constitutionnel indépendant,1
58492,Nocibe,1
58493,Alain Bizeul,1
58494,Majoré,1
58495,Conseil économique social et environnemental Appliquer,1
58496,Mosquées salafistes,1
58497,Fédération des Centres Sociaux,1
58498,Socioculturel de France,1
58499,Commission des affaires européennes de l’,1
58500,Laïcité - la langue,1
58501,duperie,1
58502,Yassine Bellatar,1
58503,Cour de Comptes  ,1
58504,"populisme,;.",1
58505,détritus jetés,1
58506,République de réprimer,1
58507,Constitution de l'autorisation du blasphème,1
58508,S'ENGAGENT SUR UN PROGRAMME ISSU,1
58509,RÉORGANISER,1
58510,- Idem,1
58511,féminines,1
58512,Monsieur Mounir Mahjoubi,1
58513,Feck News,1
58514,RH),1
58515,Nicolas Hulo,1
58516,Évidemment,1
58517,l’urbanisation massive,1
58518,Synthése,1
58519,USA M. Macron,1
58520,Simultané,1
58521,Européeene,1
58522,L'AUTOMOBILE,1
58523,SUBVENTIONNER TOUJOURS,1
58524,ELLE ARRETE,1
58525,Présidendielle,1
58526,Cour Eiropéenne,1
58527,Porte d'Auteuil,1
58528,JOURS DE CONGÉS,1
58529,Chirac /Le,1
58530,Ikea,1
58531,D.Trump,1
58532,Drivy,1
58533,Conseil économique et de la cours des comptes,1
58534,parlement.</li,1
58535,Koucner,1
58536,A EVOLUER,1
58537,Epilepsie,1
58538,IMPUISSANCE VIENT SOUVENT DE LA REGLE DE L'UNANIMITE,1
58539,Louis Caudron,1
58540,Développement »,1
58541,Traditionnellement,1
58542,Plan Marshall »,1
58543,Louis Caudron     ,1
58544,Sanctionner Communiquer,1
58545,Conseil régional/départemental,1
58546,Ma banque,1
58547,A Quiconque,1
58548,Beneficier du systeme,1
58549,Balayeur,1
58550,B96,1
58551,Monsieur TIRLI,1
58552,Madame PIMPON,1
58553,Bernard Place,1
58554,N Est Pas Convenable De Douter De Citoyenneté,1
58555,Est Ma Façon De Voir La Chose,1
58556,Gilets Jaunes Se Sentent Exclus Et Ne Font Plus Confiance,1
58557,Été Utile Au,1
58558,L Impôt Est Un Revenu Sur Une De,1
58559,Conséquence Entre Autres Choses De Rendre Plus Juste Le Calcul Dans Le Contexte De La Mondialisation Quand L 'Échelle,1
58560,Conseil economique inutile,1
58561,Responsabilité Confiance,1
58562,APPRENTIS SORCIERS,1
58563,La Rébublique,1
58564,Defence,1
58565,Sénat favorise trop l’inertie,1
58566,FRANçAIS !,1
58567,PLUS FRANCO,1
58568,FAIT ACTUELEMENT,1
58569,FAONT PREUVE,1
58570,PËUPLE,1
58571,MINISTRES RESPECTENT,1
58572,musée des confluence,1
58573,présence!.,1
58574,Information claire de l'exécution,1
58575,Urbain,1
58576,Royaume Unis Expulsés,1
58577,Fraternité pour les immigrés,1
58578,JM Lepen,1
58579,Laurent Gaudé,1
58580,Vieillesse L’,1
58581,France Insuffisamment solidaire,1
58582,faciesse,1
58583,complex,1
58584,uimm,1
58585,Chahdortt Djavann,1
58586,Flagellants,1
58587,Tidiane N'Diaye,1
58588,Gaston Kelman,1
58589,Michael Haneke,1
58590,"non,-cumul",1
58591,NAIVE,1
58592,LUTTE IMPITOYABLE,1
58593,SYSTEME SOCIAL FRANCAIS GENEREUX,1
58594,br>. Oui,1
58595,Considérons,1
58596,élites.<br,1
58597,Ministère du travail Ministère de l'Europe Ministère,1
58598,Ministère de l'éducation Ministère de la justice Ministère de l'intérieur,1
58599,Priscilla,1
58600,N AVEZ TOUJOURS PAS COMPRIS !,1
58601,voie publique Papiers,1
58602,Stalinistes,1
58603,qUi,1
58604,Arte »,1
58605,Conseil économique et social /conseil regionaux et departementaux,1
58606,IRRÉPROCHABLES,1
58607,Sappuyer,1
58608,La.conduite,1
58609,agence pour l'Economie en Essonne,1
58610,Marie GUEVENOUX,1
58611,Supppimer,1
58612,1/ Remettre,1
58613,mus,1
58614,Canadien!. Oui,1
58615,Ve république !,1
58616,Budget Participatif National,1
58617,Mr Berruyer,1
58618,Moralisé,1
58619,forêt Absence,1
58620,SOLIDAYS,1
58621,j. Oui,1
58622,Francaffrique,1
58623,Zemmou,1
58624,Devedjan,1
58625,docn,1
58626,yakafaukon,1
58627,dépt,1
58628,M.Zuckerberg,1
58629,Cf NDDL,1
58630,faire)et,1
58631,nombre(aucun,1
58632,unis(californie,1
58633,Christophe Bouillon,1
58634,Grand Marseille,1
58635,0 Tolérance,1
58636,LEUR RENDRE LEUR CREDIBILITE,1
58637,PAS SYSTEMATIQUEMENT,1
58638,UNIVERSITEES,1
58639,Référedums,1
58640,Amélioration de l'urbanisme Mixité,1
58641,Président de la république et ministres inclus,1
58642,MEDIATEURS,1
58643,INSTITUTIONNEL,1
58644,PROSPECTIVE,1
58645,arrêtera,1
58646,l'Afrique Francophone,1
58647,Crasse,1
58648,MM Benalla,1
58649,"S""='engager",1
58650,Polemploi,1
58651,ordinateur)de,1
58652,Médecine Chinoise,1
58653,où?rapport,1
58654,ARTICLE II,1
58655,Politique Chrétienne,1
58656,Gay report,1
58657,Manque de travail,1
58658,Intransigeance collective,1
58659,Entreprise agricole,1
58660,centre aere,1
58661,acceuil peri scolaire,1
58662,aujourd hui des Français,1
58663,mr CASTANER,1
58664,Assemblée Nationale Défaire,1
58665,Revoir le Ceser,1
58666,TOUT DEPEND DE LEUR COMPETENCE,1
58667,A POURSUIVRE,1
58668,METASTASES DE L'INFORMATION,1
58669,DROITS DE L'HOMME,1
58670,CFDT PLUS NOVATRICE,1
58671,NOTABILITE,1
58672,COLLECTIVITE REPRESENTEE,1
58673,REJOINT SOUVENT,1
58674,REAL POLITIK,1
58675,CALE,1
58676,JUSTICIABLES,1
58677,PARTITCIPATIF,1
58678,REMUNERATION,1
58679,"ET D'UNE ""ACCULTURATION CITOYENNE",1
58680,CE COMITE,1
58681,CONSIL ECONOMIQUE,1
58682,MICHEL ROCARD,1
58683,RECHERCHE DE VOIX,1
58684,MOINS DE SENATEURS,1
58685,SOUVENT RESULTATS,1
58686,LEUR COQUILLE,1
58687,N'A PAS A DIRE ON,1
58688,Sénat pour l'élaboration de la loi,1
58689,sentiront utiles,1
58690,canton de france,1
58691,réelle concertation,1
58692,communauté de vie Française,1
58693,intervention ONU,1
58694,Cédric Hérou,1
58695,Liberté de manifester !,1
58696,Capoue,1
58697,George BIZET,1
58698,AVOIR PLUS D'IMMIGRATION CHOISIE,1
58699,Mairie                                         ,1
58700,Policiers Citoyens,1
58701,FRATERNELS,1
58702,Interface,1
58703,Vaste projet,1
58704,histoire des IIIème,1
58705,Ecole du Citoyen,1
58706,Assemblées politiques,1
58707,BNPP,1
58708,"vieux""c'",1
58709,instance,1
58710,Pemet,1
58711,"argent,,mais",1
58712,"q""un",1
58713,LES PLUS,1
58714,LEUR CREDIBILITE,1
58715,VOIR VERBALISER,1
58716,DE CONSEIL,1
58717,bal,1
58718,présents!!!!. Oui,1
58719,l’arrivee Conditionnée,1
58720,Gap,1
58721,M.  Macron,1
58722,3.Compte,1
58723,Irakiennes,1
58724,s’habiller,1
58725,CREUSER,1
58726,Créativité Nationale,1
58727,Ephad!,1
58728,République imposée,1
58729,place Pas,1
58730,GALEUSES,1
58731,IMMIGRATION MAITRISEE,1
58732,L ECOUTE DES AUTRES,1
58733,ELECTIONS ACTUELLES SUFFISENT,1
58734,Laïcité - Connaître les grandes lois,1
58735,corrompu banni,1
58736,Budget Participatif Départemental,1
58737,Celles Représentatives,1
58738,"inciviliteurs""n'",1
58739,Respect de la laïcité,1
58740,Muraille de Chine,1
58741,Rideau de Fer,1
58742,santionner,1
58743,Marguerite Marie RACHEZ,1
58744,Président Merci,1
58745,Roi Mohamed,1
58746,Maastricch,1
58747,J Hallyday,1
58748,Gouvernement juge utile de traiter,1
58749,République des Professeurs,1
58750,pédibus,1
58751,heure)à,1
58752,M. le Ministre Jean,1
58753,bonsoir,1
58754,HUMAINS EUROPÉENS,1
58755,département d'État américain,1
58756,SOYEZ INTRANSIGEANTS,1
58757,Rétablis,1
58758,- Connaître,1
58759,Loué,1
58760,France2,1
58761,Boire,1
58762,RÉGLEMENTER,1
58763,MOINS LÉGIFÉRER,1
58764,FORMATER,1
58765,PAS TOUJOURS OUVRIR,1
58766,Éducation socioculturelle,1
58767,Laïcité L’,1
58768,Indemnités Polemploi,1
58769,Agnès Till,1
58770,Cessez l’,1
58771,Mosellane,1
58772,Citoyens des résultats,1
58773,Bureau Technique,1
58774,Descendante,1
58775,Ascendante,1
58776,UOIM,1
58777,Monsieur Giscard d’Estaing,1
58778,Pascal Blanchard,1
58779,Megève,1
58780,Conseil économique et social juste là,1
58781,publiques!. Non,1
58782,communauté de communes Idem,1
58783,Interdire FORMELLEMENT TOUS,1
58784,"Conseil économique, social et environnemental Le Sénat",1
58785,MINE,1
58786,ETAT.IL A TRAVAILLE TRES,1
58787,RENDRE PUBLICS,1
58788,INITIATIVE CYTOYENNE RESPONSABLE,1
58789,ARRIVEE,1
58790,Papouasie Nouvelle Guinée,1
58791,nouvelle république,1
58792,départementd,1
58793,sasn,1
58794,Neandertal,1
58795,Daniel Ludet,1
58796,Yi King,1
58797,Edward,1
58798,Collution entreprises,1
58799,Lennon,1
58800,Ministere de La Défense,1
58801,Ratblor,1
58802,Interco Idem,1
58803,Commission des Citoyens,1
58804,Collège des collectivités,1
58805,Président de Syndicat des Eaux,1
58806,» cher,1
58807,Député consulte les maires,1
58808,supprimer!. Oui,1
58809,(anciens,1
58810,TOUTES ENTREPRISES,1
58811,SA DIVERSITÉ,1
58812,TOUTE SA SPLENDEUR,1
58813,ENSEMBLE !,1
58814,Reykjiavik SVP,1
58815,MALGRÉ SA TECHNOLOGIE À DISPOSITION,1
58816,ARCHAÏQUE,1
58817,TOUTE MANIÈRE,1
58818,TECHNOCRATIQUE,1
58819,Radio Brunet,1
58820,pays OK,1
58821,lycée Développer,1
58822,-Les syndicats,1
58823,mois)et,1
58824,ordre Rodeos,1
58825,Constitution modifié,1
58826,Olivier DURAND,1
58827,fraudes)et,1
58828,Association pour la reconnaissance du vote blanc,1
58829,Nationaliser la Française,1
58830,Préférendum d'Initiative Citoyenne,1
58831,respect Tolérance,1
58832,SECRETAIRES D ETAT,1
58833,Etre MAIRE,1
58834,FAIRE INTIMIDER CAR FRANCAIS,1
58835,LA COMPETENCE,1
58836,RENTRE,1
58837,VOLER,1
58838,INSULTER VOLER,1
58839,Pére NOEL,1
58840,Assos R. L ça,1
58841,Association représentatives évoquées ci-dessus,1
58842,Associations Représentatives Locales,1
58843,république INDEPENDANTE,1
58844,Envisagée,1
58845,- Engager,1
58846,SIGNATURE,1
58847,PERMIS PLUS RAPIDEMENT,1
58848,PAS DE REGROUPEMPENT FAMILIAL SI,1
58849,ELECTIONS DOIVENT S'ENGAGER A REDUIRE,1
58850,REGIONAUX CAR DOUBLONS,1
58851,SUFFIT AINSI,1
58852,Dublin II,1
58853,Constitution française ,1
58854,Faciesse,1
58855,Établissements Publics de,1
58856,Les Molières,1
58857,Pas réfléchi,1
58858,Sanction amendes,1
58859,Meilleure visibilité et contrôle,1
58860,Conseil départemental de Loire,1
58861,- Leçon,1
58862,côte d'ivoire,1
58863,Déplacer le Sénat,1
58864,coûts inclus,1
58865,ci clos,1
58866,A rejeter,1
58867,Prolifération des tags et inscriptions sur murs propres,1
58868,agro écologie,1
58869,énergie renouvelable,1
58870,nez Cherchez,1
58871,Supposez,1
58872,royauté?,1
58873,mourir(euthanasie,1
58874,pays Retour,1
58875,Base de Remboursement,1
58876,Ht Rhin,1
58877,Bio,1
58878,Pour les collectivités,1
58879,Faisons D'ABORD,1
58880,Les loger,1
58881,ministre de la Santé 1,1
58882,salariés.ceci,1
58883,Vermeer,1
58884,Cervantes,1
58885,Coq Gaulois,1
58886,Andersen,1
58887,Sibelius,1
58888,ETE ELUS,1
58889,Neutralité de l'Etat,1
58890,Démocratie perdure,1
58891,val d'Ille,1
58892,Associee,1
58893,val de Loire,1
58894,languedoc,1
58895,École éducation civique,1
58896,considere pat,1
58897,communes.élus,1
58898,Parlement pour Vote,1
58899,Conduite automobile de façon,1
58900,alsace Lorraine,1
58901,Fillon Benala,1
58902,SENATEURS NEST,1
58903,un(ou,1
58904,Emmanuel Macron 😉,1
58905,B. Le candidat,1
58906,Mivilude,1
58907,R. Luxembourg,1
58908,tout-à-l’ego » !,1
58909,Commission d’évaluation systématique des lois,1
58910,Président Giscard d’Estaing,1
58911,Direction des Cultes du Ministère de l’Intérieur,1
58912,Cour constitutionnelle de Karlsruhe l’,1
58913,Déclaration des droits et du citoyen,1
58914,P. Dijoud,1
58915,Peuple entier,1
58916,Regroupement du Sénat,1
58917,individus.</p,1
58918,Service de nos enfants,1
58919,cal,1
58920,Rutger Bregman,1
58921,Service civique facilité,1
58922,RAPPROCHE,1
58923,Glass Steagall Act,1
58924,Haut Potentiel,1
58925,Francequi,1
58926,pr^cher,1
58927,Parc de Logement,1
58928,L'Immigration,1
58929,Deuxième Parti,1
58930,Réel !,1
58931,Hier .... Renforcer,1
58932,Délibération Citoyenne,1
58933,Respect de l'altérité,1
58934,Abstention !,1
58935,Communauté Musulmane,1
58936,Office national des anciens combattants,1
58937,Instauré des moments de convivialité,1
58938,Majoration impôt,1
58939,Impliquation des parents,1
58940,	Communiquer,1
58941,Sénat actif,1
58942,	Education,1
58943,CONCURRENTIEL!,1
58944,monde!. Ouvrir,1
58945,INTOLERANT,1
58946,Haut Conseil des territoires,1
58947,HCT,1
58948,Sensibilier,1
58949,bonjor,1
58950,Tolerence zero pour les delis,1
58951,Recrutement,1
58952,cela!!!!.,1
58953,etvSocial,1
58954,Reduire le Senat,1
58955,ENA !!!!,1
58956,Partenariat Etat,1
58957,France Plus,1
58958,Professeur Nathanson,1
58959,Sanction !,1
58960,Exemplarité,1
58961,Carl Ghosn,1
58962,"Armée, Justice",1
58963,Moins de Sénateurs,1
58964,Assemblée Nationattle,1
58965,connais la Maire de ma Commune,1
58966,LBG,1
58967,PLUS CLAIREMENT,1
58968,Sinon CHOISIR,1
58969,Saint Cyriens,1
58970,Mutiler,1
58971,Un conseil économique et social,1
58972,SIETAR,1
58973,Dominique ROUSSEAU,1
58974,COMPETENT,1
58975,Association d’aide,1
58976,démocratie Inciter,1
58977,Hartz III,1
58978,République Recevoir,1
58979,que\u0000 le maire,1
58980,Alpes de Hautes de Haute Provence,1
58981,Constitution sur la navette parlementaire,1
58982,Majorité absolue à l'Assemblée nationale,1
58983,Pays d'origine pour l'émigration économique,1
58984,Elus Marie,1
58985,Échéances régulières,1
58986,République)l,1
58987,Geo,1
58988,Individuelle,1
58989,président de la république  Fin,1
58990,merci Jospin,1
58991,ancre,1
58992,Colette Orange,1
58993,Unis d’Amériques,1
58994,mener,1
58995,le.la Président.e,1
58996,Quartier apolitiques,1
58997,Associations de Quartier,1
58998,Proximité !,1
58999,Maire pour l'organisation des la semaine à 4 jours,1
59000,RENNES Sud Gare,1
59001,Gabonnais,1
59002,"Conseil économique, social et environnemental n '",1
59003,ligne SNCF,1
59004,Burgerbogen,1
59005,Sylvain Waserman,1
59006,Quatzenheim,1
59007,Isabelle Duquesne,1
59008,place des Lois,1
59009,Indexés,1
59010,sénat!!.,1
59011,AIDONS,1
59012,un·e président·e,1
59013,Président Région,1
59014,logement(Etat,1
59015,accord des verbes,1
59016,Pays dit des Droits de l'Homme !,1
59017,Clayes Léonetti,1
59018,"générale',les",1
59019,ecole associations,1
59020,Contrôles 3,1
59021,Paul ELUARD,1
59022,Service national 4/ Etat,1
59023,Rester poli,1
59024,Service national 3/ Etat,1
59025,○ Laisser,1
59026,RIP Sarkozy,1
59027,○ Referendum,1
59028,Enseignement des droits et devoirs,1
59029,Adhésion à un parti politique interdit au maire,1
59030,IRREDUCTIBLES,1
59031,Maurice Maeterlinck,1
59032,A Sauvy,1
59033,bain,1
59034,Afrique l’,1
59035,Université =>Faire,1
59036,dangereux(le maroc,1
59037,école de la République Faire,1
59038,MAIS PAS,1
59039,exemple;. Non,1
59040,S U,1
59041,Maire- Président,1
59042,Classes de Niveau,1
59043,Associations de Riverains,1
59044,Impunité,1
59045,Polygamie,1
59046,Ascenseur social,1
59047,Salariés du Privé,1
59048,Laxisme de la Justice++,1
59049,Contrôles aux Frontières,1
59050,cADRE,1
59051,Conseil Municipes,1
59052,Oui Remettre,1
59053,Racisme déguisé,1
59054,Oppression,1
59055,RESTES,1
59056,France Inter 12H30,1
59057,IIIè,1
59058,IVè Républiques,1
59059,labos,1
59060,travail manuel,1
59061,l'Edition,1
59062,P. Fillon,1
59063,Mesures Éthiques,1
59064,Sénateur Grand Corps,1
59065,CHOIX POSSIBLES,1
59066,RIP utilisable,1
59067,Partenariat france,1
59068,Communautés d'agglomération et de communes,1
59069,St Ex,1
59070,communauté de communes viables,1
59071,Réarmer,1
59072,Ère,1
59073,Mal Français,1
59074,UNADFI,1
59075,monde)et,1
59076,-l'Assemblée Nationale,1
59077,Resp,1
59078,Etat c’,1
59079,Voler l’,1
59080,l.assembléé,1
59081,GAre du Nord,1
59082,MIENS,1
59083,ci dessusun,1
59084,Merci l’,1
59085,Marché »,1
59086,Roi de Belgique,1
59087,Etat Renouveler,1
59088,REPRESENTERONT,1
59089,S OCCUPENT DES GENS,1
59090,CELLS,1
59091,TRONCONS,1
59092,Doter Frontex,1
59093,R.Glucksmann,1
59094,Droits de l'individu,1
59095,Droits du Collectif,1
59096,OUTREAU,1
59097,participatifs(le Gers,1
59098,André Comte,1
59099,Watergate,1
59100,Tonkin,1
59101,Catophobie,1
59102,Ecole des,1
59103,Border,1
59104,TV Nationales,1
59105,Associations & ONG,1
59106,Sénat doive perdurer,1
59107,Droits de l'Homme et du Citoyen »,1
59108,Commandements »,1
59109,Basse Chambre,1
59110,Déconstruire,1
59111,Assemblées Supprimer,1
59112,président de la République Consultation,1
59113,Société attractive,1
59114,Privés Fonctionnaires,1
59115,pas de Maire,1
59116,INSCRIPTIONS OBLIGATOIRES,1
59117,FAIRE RESPECTER TOUT FONCTIONNAIRE,1
59118,HDB »,1
59119,HDB,1
59120,Housing and Development Board,1
59121,Philippe Dessertine,1
59122,G. Coulon,1
59123,N Sarkosi,1
59124,Conseil Régionale de ma région,1
59125,Bilan ,1
59126,Irréaliste Limiter,1
59127,Sénateur de la circonscription,1
59128,Boutan,1
59129,national.y,1
59130,France!. Surveiller,1
59131,portefeuille!. Sanctionner,1
59132,Développement économique raisonné et durable,1
59133,Responsabilisation accrue des gouvernements et parlementaires,1
59134,Sûreté,1
59135,Argument +,1
59136,Rex Publiqua,1
59137,ALP,1
59138,Chambre Introuvable,1
59139,affaire Bennala,1
59140,Repentance,1
59141,Delis,1
59142,Chambre -,1
59143,Centralien,1
59144,Votecvua internet,1
59145,jets de papiers,1
59146,poubelles,1
59147,elqun,1
59148,Age + Social,1
59149,Formation + Campagne publicitaire,1
59150,Racisme +,1
59151,Empathie Ecoute,1
59152,PARTAGES,1
59153,SES IDEOLOGUES,1
59154,Aéroport de Paris.marre,1
59155,Conseiller département,1
59156,FRATERNITE!,1
59157,capitaine Berteau,1
59158,respectent(notamment confession islamique,1
59159,Constitution;.,1
59160,ci Demandé,1
59161,logements(casernes,1
59162,Sénat réduction,1
59163,prison des TUCs,1
59164,IV ème république)l',1
59165,merci M.Macron,1
59166,Francaise Etablir,1
59167,Mediateur,1
59168,Sindicats,1
59169,B.A. ba,1
59170,Marionnaud,1
59171,Groupe ACCOR,1
59172,OMI,1
59173,Elise LUCET,1
59174,Maiires,1
59175,SERVICE des administrés,1
59176,C.E.S.E. Stricte,1
59177,Mehrad,1
59178,président de la République Parce,1
59179,Marais Poitevin,1
59180,Ardennais,1
59181,Savoyard,1
59182,Bucarest,1
59183,Point Bonus,1
59184,Mutualité Française,1
59185,"elus(deputes,",1
59186,Autorité des Marchés Financiers,1
59187,Cour des Comptes;. Oui,1
59188,Libor,1
59189,Euribor,1
59190,Grands Corps Techniques de l'Etat,1
59191,Corps des Ponts,1
59192,Altruisme Entraide,1
59193,Administration tatillonne,1
59194,Etat nécessaires,1
59195,J'ai regardé,1
59196,Grands Barons,1
59197,Allrmagne,1
59198,non.le,1
59199,Assemblée générale des associations,1
59200,Lyon Marseille,1
59201,bravo !,1
59202,Pour la démocratie directe,1
59203,Société commerciale,1
59204,Valorisation morale,1
59205,Argent collecté,1
59206,Sécuritaires,1
59207,Société Dans ma vie,1
59208,LIVRE,1
59209,Yvan Stefanovitch,1
59210,VRAIES GENS,1
59211,SOMMET!,1
59212,CONSTAMMENT!.,1
59213,benchmark,1
59214,CT Région Département,1
59215,Associations Cultuelles,1
59216,général(il,1
59217,Préfecture de Moselle,1
59218,Education civique et laïque,1
59219,Décrypter,1
59220,délayée possible,1
59221,absorber,1
59222,cotas homogènes,1
59223,dissuasion(le bâton,1
59224,Pledge,1
59225,Réduire le Gap,1
59226,Yves Guena,1
59227,e. Non,1
59228,Massilly,1
59229,Competent,1
59230,Transparence financière,1
59231,Contact personnel(courrier,1
59232,Erik Orsena,1
59233,b.aba,1
59234,Abbé Pierre!.,1
59235,IV ° République,1
59236,Cour des Comptes pour signaler des dysfonctionnements,1
59237,Parceque,1
59238,Que notre Président,1
59239,aider).'modèle Suisse,1
59240,Supprimer l'Ame,1
59241,Cour comptes,1
59242,Ouï,1
59243,collectivité;. Non,1
59244,citoyennes(mais,1
59245,Sénat pour l'organisation du territoire,1
59246,Réformes constitutionnelles,1
59247,Bureau d'une association,1
59248,RIIIIIIIIC,1
59249,constitution Augmenter,1
59250,Contacts,1
59251,Dialoguer Ecouter,1
59252,candidats(candidates,1
59253,Salaire médian,1
59254,Grands Partis,1
59255,Max Gallo,1
59256,parti démocrate chrétien,1
59257,Reforme constitutionnelle,1
59258,garder(en,1
59259,Maires +++,1
59260,courriers Supprimer,1
59261,"an),de",1
59262,NNND,1
59263,Nicolas Sarkozi,1
